,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity,n_clusters,noise_points
VAE (Audio + Lyrics),0.06934738159179688,17.270356499463947,3.0100142785518,0.07482493763744055,0.126262970280927,0.46153846153846156,4.0,0.0
PCA Baseline,0.09482178092002869,25.292117329019458,2.6598513672502038,0.2373059514202181,0.2872950874285698,0.6410256410256411,4.0,0.0
